player,label,encounters,source,map,cheater_labels,hurt_events,group,split,match_id,player_match
Player_10,0,3,no_cheater_present,de_inferno,0,36,no_cheater_present/0,calibration,no_cheater_present/0,no_cheater_present/0/Player_10
Player_3,0,1,no_cheater_present,de_inferno,0,36,no_cheater_present/0,calibration,no_cheater_present/0,no_cheater_present/0/Player_3
Player_4,0,1,no_cheater_present,de_inferno,0,36,no_cheater_present/0,calibration,no_cheater_present/0,no_cheater_present/0/Player_4
Player_5,0,3,no_cheater_present,de_inferno,0,36,no_cheater_present/0,calibration,no_cheater_present/0,no_cheater_present/0/Player_5
Player_6,0,1,no_cheater_present,de_inferno,0,36,no_cheater_present/0,calibration,no_cheater_present/0,no_cheater_present/0/Player_6
Player_9,0,5,no_cheater_present,de_inferno,0,36,no_cheater_present/0,calibration,no_cheater_present/0,no_cheater_present/0/Player_9
Player_1,0,16,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_1
Player_10,0,3,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_10
Player_2,0,25,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_2
Player_3,0,12,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_3
Player_4,0,6,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_4
Player_5,0,4,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_5
Player_6,0,19,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_6
Player_7,0,6,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_7
Player_8,0,18,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_8
Player_9,0,18,no_cheater_present,de_inferno,0,360,no_cheater_present/1,validation,no_cheater_present/1,no_cheater_present/1/Player_9
Player_1,0,38,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_1
Player_10,0,23,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_10
Player_2,0,38,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_2
Player_3,0,17,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_3
Player_4,0,18,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_4
Player_5,0,21,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_5
Player_6,0,26,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_6
Player_7,0,16,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_7
Player_8,0,33,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_8
Player_9,0,36,no_cheater_present,de_dust2,0,612,no_cheater_present/10,train,no_cheater_present/10,no_cheater_present/10/Player_9
Player_1,0,17,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_1
Player_10,0,1,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_10
Player_2,0,32,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_2
Player_3,0,10,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_3
Player_4,0,2,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_4
Player_5,0,16,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_5
Player_6,0,7,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_6
Player_7,0,1,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_7
Player_9,0,2,no_cheater_present,cs_office,0,257,no_cheater_present/100,train,no_cheater_present/100,no_cheater_present/100/Player_9
Player_1,0,11,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_1
Player_10,0,4,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_10
Player_2,0,11,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_2
Player_3,0,38,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_3
Player_4,0,16,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_4
Player_5,0,2,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_5
Player_6,0,4,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_6
Player_8,0,1,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_8
Player_9,0,8,no_cheater_present,cs_office,0,221,no_cheater_present/101,calibration,no_cheater_present/101,no_cheater_present/101/Player_9
Player_1,0,28,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_1
Player_10,0,6,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_10
Player_2,0,32,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_2
Player_3,0,11,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_3
Player_4,0,20,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_4
Player_5,0,13,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_5
Player_6,0,7,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_6
Player_7,0,3,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_7
Player_8,0,11,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_8
Player_9,0,5,no_cheater_present,cs_office,0,272,no_cheater_present/102,calibration,no_cheater_present/102,no_cheater_present/102/Player_9
Player_1,0,42,no_cheater_present,cs_office,0,200,no_cheater_present/103,train,no_cheater_present/103,no_cheater_present/103/Player_1
Player_10,0,1,no_cheater_present,cs_office,0,200,no_cheater_present/103,train,no_cheater_present/103,no_cheater_present/103/Player_10
Player_2,0,14,no_cheater_present,cs_office,0,200,no_cheater_present/103,train,no_cheater_present/103,no_cheater_present/103/Player_2
Player_3,0,23,no_cheater_present,cs_office,0,200,no_cheater_present/103,train,no_cheater_present/103,no_cheater_present/103/Player_3
Player_4,0,11,no_cheater_present,cs_office,0,200,no_cheater_present/103,train,no_cheater_present/103,no_cheater_present/103/Player_4
Player_6,0,15,no_cheater_present,cs_office,0,200,no_cheater_present/103,train,no_cheater_present/103,no_cheater_present/103/Player_6
Player_7,0,9,no_cheater_present,cs_office,0,200,no_cheater_present/103,train,no_cheater_present/103,no_cheater_present/103/Player_7
Player_8,0,5,no_cheater_present,cs_office,0,200,no_cheater_present/103,train,no_cheater_present/103,no_cheater_present/103/Player_8
Player_1,0,38,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_1
Player_10,0,2,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_10
Player_2,0,4,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_2
Player_3,0,34,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_3
Player_4,0,6,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_4
Player_5,0,4,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_5
Player_6,0,5,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_6
Player_7,0,5,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_7
Player_8,0,17,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_8
Player_9,0,2,no_cheater_present,cs_office,0,211,no_cheater_present/104,calibration,no_cheater_present/104,no_cheater_present/104/Player_9
Player_1,0,8,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_1
Player_10,0,6,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_10
Player_2,0,8,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_2
Player_3,0,4,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_3
Player_4,0,4,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_4
Player_5,0,7,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_5
Player_6,0,5,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_6
Player_7,0,5,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_7
Player_8,0,2,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_8
Player_9,0,7,no_cheater_present,de_anubis,0,116,no_cheater_present/105,train,no_cheater_present/105,no_cheater_present/105/Player_9
Player_1,0,31,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_1
Player_10,0,22,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_10
Player_2,0,44,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_2
Player_3,0,35,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_3
Player_4,0,21,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_4
Player_5,0,25,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_5
Player_6,0,27,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_6
Player_7,0,29,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_7
Player_8,0,49,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_8
Player_9,0,29,no_cheater_present,cs_office,0,911,no_cheater_present/106,train,no_cheater_present/106,no_cheater_present/106/Player_9
Player_1,0,12,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_1
Player_10,0,22,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_10
Player_2,0,2,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_2
Player_3,0,25,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_3
Player_4,0,28,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_4
Player_5,0,28,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_5
Player_6,0,15,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_6
Player_7,0,23,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_7
Player_8,0,11,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_8
Player_9,0,18,no_cheater_present,cs_office,0,417,no_cheater_present/107,test,no_cheater_present/107,no_cheater_present/107/Player_9
Player_1,0,14,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_1
Player_10,0,22,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_10
Player_2,0,10,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_2
Player_3,0,13,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_3
Player_4,0,12,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_4
Player_5,0,32,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_5
Player_6,0,26,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_6
Player_7,0,7,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_7
Player_8,0,27,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_8
Player_9,0,25,no_cheater_present,de_anubis,0,415,no_cheater_present/108,train,no_cheater_present/108,no_cheater_present/108/Player_9
Player_1,0,20,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_1
Player_10,0,13,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_10
Player_2,0,28,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_2
Player_3,0,23,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_3
Player_4,0,17,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_4
Player_5,0,16,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_5
Player_6,0,19,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_6
Player_7,0,18,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_7
Player_8,0,16,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_8
Player_9,0,13,no_cheater_present,de_ancient,0,451,no_cheater_present/109,test,no_cheater_present/109,no_cheater_present/109/Player_9
Player_1,0,32,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_1
Player_10,0,28,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_10
Player_2,0,6,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_2
Player_3,0,29,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_3
Player_4,0,17,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_4
Player_5,0,22,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_5
Player_6,0,23,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_6
Player_7,0,13,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_7
Player_8,0,19,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_8
Player_9,0,15,no_cheater_present,de_dust2,0,429,no_cheater_present/11,train,no_cheater_present/11,no_cheater_present/11/Player_9
Player_1,0,36,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_1
Player_10,0,5,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_10
Player_2,0,24,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_2
Player_3,0,6,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_3
Player_4,0,16,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_4
Player_5,0,29,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_5
Player_6,0,15,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_6
Player_7,0,18,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_7
Player_8,0,15,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_8
Player_9,0,19,no_cheater_present,de_anubis,0,426,no_cheater_present/110,validation,no_cheater_present/110,no_cheater_present/110/Player_9
Player_1,0,32,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_1
Player_10,0,44,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_10
Player_2,0,28,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_2
Player_3,0,48,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_3
Player_4,0,31,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_4
Player_5,0,33,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_5
Player_6,0,22,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_6
Player_7,0,33,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_7
Player_8,0,45,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_8
Player_9,0,37,no_cheater_present,de_vertigo,0,902,no_cheater_present/111,train,no_cheater_present/111,no_cheater_present/111/Player_9
Player_1,0,14,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_1
Player_10,0,20,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_10
Player_2,0,1,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_2
Player_3,0,15,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_3
Player_4,0,15,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_4
Player_5,0,33,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_5
Player_6,0,16,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_6
Player_7,0,25,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_7
Player_8,0,17,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_8
Player_9,0,20,no_cheater_present,de_ancient,0,403,no_cheater_present/112,calibration,no_cheater_present/112,no_cheater_present/112/Player_9
Player_1,0,32,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_1
Player_10,0,27,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_10
Player_2,0,30,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_2
Player_3,0,18,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_3
Player_4,0,34,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_4
Player_5,0,24,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_5
Player_6,0,26,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_6
Player_7,0,30,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_7
Player_8,0,25,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_8
Player_9,0,23,no_cheater_present,de_inferno,0,771,no_cheater_present/113,test,no_cheater_present/113,no_cheater_present/113/Player_9
Player_1,0,26,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_1
Player_10,0,31,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_10
Player_2,0,23,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_2
Player_3,0,25,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_3
Player_4,0,30,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_4
Player_5,0,40,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_5
Player_6,0,26,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_6
Player_7,0,32,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_7
Player_8,0,26,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_8
